DrugID,Smiles,Description,Targets,Targets_DrugBank,Smile
DB01140,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,"Long-acting, broad-spectrum, water-soluble, cephalexin derivative.",Q75Y35|Q8DR59|Q7CRA4|P0A3M6,BE0004643|BE0004290|BE0004335|BE0003624,16|45|69|76|92|95|109|113|114|156|157|161|165|170|187|253|280|288|298|357|361|404|424|456|459|478|487|489|498|507|547|559|569|585|632|679|694|708|717|737|768|775|806|809|810|816|835|847
DB00229,[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O,One of the cephalosporins that has a broad spectrum of activity against both gram-positive and gram-negative microorganisms.,Q8XJ01,BE0000576,45|69|89|92|100|109|111|113|114|138|156|161|163|165|170|187|197|253|278|344|348|356|357|361|367|401|403|409|424|441|456|468|478|485|487|489|498|507|521|539|544|549|567|585|672|681|693|702|704|708|716|717|718|722|737|752|753|768|775|776|797|806|810|816|829|836|843|847|855|858|862
DB00535,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,"Cefdinir, also known as Omnicef, is a semi-synthetic, broad-spectrum antibiotic belonging to the third generation of the cephalosporin class. It has been proven to be effective for the treatment of common bacterial infections in the ear, sinus, throat, lungs, and skin. Cefdinir was approved by the FDA in 1997 to treat a variety of mild to moderate infections and was initially marketed by Abbvie.[A180739] Because of its chemical structure, it is effective against organisms that are resistant to first-line cephalosporin therapy due to the production of beta-lactamase enzymes.[A180724,A180727]",P08149|Q60FT7|P05164,BE0003621|BE0003622|BE0001075|BE0009685,20|40|45|69|92|108|109|113|114|156|160|161|165|187|197|210|246|253|315|357|361|388|394|401|424|456|468|478|487|489|498|504|507|544|549|554|585|635|656|667|672|679|708|717|724|737|756|760|768|806|810|813|816|829|836|844|847
DB01327,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,A semisynthetic cephalosporin analog with broad-spectrum antibiotic action due to inhibition of bacterial cell wall synthesis. It attains high serum levels and is excreted quickly via the urine.,P02918|P02919|P76577|P0AD65|P0AD68|P27169|P40933|P60568,BE0000588|BE0000488|BE0003723|BE0003579|BE0002393|BE0000930|BE0003486|BE0001029,40|45|69|92|109|111|113|114|156|161|163|165|185|187|225|234|246|253|288|292|344|348|357|361|408|409|424|449|456|478|487|489|498|507|543|549|554|585|590|619|636|658|672|681|694|702|708|716|717|718|730|737|752|753|768|770|775|797|810|816|843|847|862|876
DB00828,C[C@@H]1O[C@@H]1P(O)(O)=O,"Fosfomycin was discovered in 1969 by scientists at the Spanish Penicillin and Antibiotics Company and is produced by _Streptomyces fradiae_.[A229338,A230348] It may also be produced synthetically and is commercially available as the disodium salt for intravenous administration and as the calcium or trometamol salt for oral administration.[A230348] In terms of chemical structure, fosfomycin is a phosphoenolpyruvate analog and contains a phosphonic group and an epoxide ring.[A230348] Due to its ease of administration as a single 3-gram oral dose and desirable safety profile, fosfomycin has largely become a first-line therapeutic option for the treatment of uncomplicated urinary tract infections (UTIs) in females.[A230378] Despite being FDA approved only for urinary tract infections, fosfomycin actually has a broad spectrum of activity and is active against both gram-positive and gram-negative bacteria.[A230348] As such there is great interest in exploring the usefulness of fosfomycin for indications beyond the treatment of UTIs.[A230353,A230358]",P0A749,BE0000468,184|191|233|323|416|456|535|563|697|711|717|730|747|775|810|852
DB08799,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1,Antazoline is a 1st generation antihistamine with anticholinergic activity. It is used to relieve nasal congestion. It is also formulated as eye drops with naphazoline to relieve allergic conjunctivitis.,P35367,BE0000442,78|110|114|118|160|195|212|236|244|320|378|395|424|462|469|482|489|500|539|552|564|583|610|672|679|716|737|747|753|764|822|848
DB01084,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,Emedastine is an antihistamine used in eye drops to treat allergic conjunctivitis.,P35367,BE0000442,9|40|56|73|108|109|114|149|240|245|263|273|277|297|298|319|335|343|370|424|434|478|482|492|493|514|520|545|549|564|581|618|623|642|672|679|688|716|737|745|775|836|854
DB08801,CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1,Dimetindene (Fenistil) is an antihistamine/anticholinergic used orally and locally as an antipruritic.,P35367|P08172,BE0000442|BE0000560,9|68|114|138|157|170|183|210|245|276|306|307|352|424|463|482|485|544|564|602|643|668|672|675|679|685|704|712|716|718|737|752|753|769|775|782|798|828|867
DB01291,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,"Pirbuterol is a beta-2 adrenergic bronchodilator. In vitro studies and in vivo pharmacologic studies have demonstrated that pirbuterol has a preferential effect on beta-2 Adrenergic receptors compared with isoproterenol. While it is recognized that beta-2 adrenergic receptors are the predominant receptors in bronchial smooth muscle, data indicate that there is a population of beta-2 receptors in the human heart, existing in a concentration between 10-50%. The precise function of these receptors has not been established. The pharmacologic effects of beta adrenergic agonist drugs, including pirbuterol, are at least in proof attributable to stimulation through beta adrenergic receptors of intracellular adenyl cyclase, the enzyme which catalyzes the conversion of adenosine triphosphate (AlP) to cyclic-3? ,5?-adenosine monophosphate (c-AMP). Increased c-AMP levels are associated with relaxation of bronchial smooth muscle and inhibition of release of mediators of immediate hypersensitivity from cells, especially from mast cells.",P07550|P08588,BE0000694|BE0000172,7|10|16|56|114|170|234|295|306|315|344|347|362|399|424|438|456|478|502|526|549|623|662|672|679|702|716|744|761|775|782|855
DB01619,CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1,"Phenindamine is an antihistamine. Phenindamine blocks the effects of the naturally occurring chemical histamine in your body. Antihistamines such as phenindamine appear to compete with histamine for histamine H1- receptor sites on effector cells. The antihistamines antagonize those pharmacological effects of histamine which are mediated through activation of H1- receptor sites and thereby reduce the intensity of allergic reactions and tissue injury response involving histamine release. It is used to treat sneezing, runny nose, itching, watery eyes, hives, rashes, itching, and other symptoms of allergies and the common cold. Symptoms of a phenindamine overdose include extreme sleepiness, confusion, weakness, ringing in the ears, blurred vision, large pupils, dry mouth, flushing, fever, shaking, insomnia, hallucinations, and possibly seizures.",P35367,BE0000442,4|49|73|97|109|114|161|189|207|245|306|313|395|405|419|424|463|465|478|482|564|572|635|679|706|737|741|775|810|813|838|852|863
DB01414,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC#N)C(O)=O,A derivative of 7-aminocephalosporanic acid.,P02918|P02919,BE0000588|BE0000488,26|45|69|92|109|113|156|161|163|165|187|253|259|298|340|357|361|366|409|424|456|478|482|487|489|498|507|513|518|557|585|681|708|716|717|718|737|752|768|769|771|773|775|788|805|810|816|847|862
DB01332,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,A semisynthetic cephalosporin antibiotic which can be administered intravenously or by suppository. The drug is highly resistant to a broad spectrum of beta-lactamases and is active against a wide range of both aerobic and anaerobic gram-positive and gram-negative organisms. It has few side effects and is reported to be safe and effective in aged patients and in patients with hematologic disorders.,P02918|P02919|P08506,BE0000588|BE0000488|BE0009685|BE0003685,40|45|69|92|101|108|109|112|113|114|116|118|156|165|187|193|197|210|246|298|357|401|424|456|459|468|478|487|498|507|510|523|544|549|648|656|672|679|707|708|717|724|735|737|760|768|775|791|806|810|816|828|829|836|844|847|878
DB09047,[H][C@]12CN(C[C@]1([H])OCCN2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O,"Finafloxacin is a fluoroquinolone antibiotic indicated in the treatment of acute otitis externa (swimmer's ear) caused by the bacteria Pseudomonas aeruginosa and Staphylococcus aureus. Finafloxacin is marketed by Novartis under the brand Xtoro?, and was approved by the FDA in December 2014.",P43700|P43702|P11388,BE0000366|BE0000429|BE0000742,18|45|49|84|86|90|92|109|110|113|114|115|119|121|124|133|146|156|173|174|208|236|258|259|311|322|325|332|362|370|403|408|409|424|447|456|462|466|467|529|534|557|560|563|567|656|687|701|717|725|737|779|794|798|810|816|817|846|850|865|879
DB00493,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,"Cefotaxime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram positive and Gram negative bacteria. In most cases, it is considered to be equivalent to ceftriaxone in terms of safety and efficacy. Cefotaxime sodium is marketed under various trade names including Claforan (Sanofi-Aventis).",Q7CRA4|Q8DNB6|P42971|Q8DR59|P0A3M6|Q4U2R8|Q8TCC7|Q9NSA0|Q9Y694|P46059|P02768|B2ZTR6|Q16348,BE0004335|BE0004644|BE0000790|BE0004290|BE0003624|BE0001066|BE0003645|BE0000879|BE0003646|BE0001018|BE0000530|BE0008388|BE0001134,40|45|69|92|108|109|113|114|156|161|163|165|187|193|197|210|246|253|298|357|361|366|401|409|424|456|468|478|482|487|489|498|507|510|513|518|523|544|549|585|656|672|679|707|708|716|717|724|737|752|760|768|769|771|773|775|791|805|806|810|816|829|836|844|847|878
DB00389,CCOC(=O)N1C=CN(C)C1=S,"An imidazole antithyroid agent. Carbimazole is metabolized to methimazole, which is responsible for the antithyroid activity.",P07202,BE0000507,35|45|57|62|109|114|151|213|243|277|298|337|348|424|478|482|545|576|597|613|614|667|716|717|744|775|816|860
DB00719,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,Antihistamines such as azatadine appear to compete with histamine for histamine H1- receptor sites on effector cells. The antihistamines antagonize those pharmacological effects of histamine which are mediated through activation of H1- receptor sites and thereby reduce the intensity of allergic reactions and tissue injury response involving histamine release.,P35367,BE0000442,40|68|73|97|105|109|114|127|211|241|245|287|294|306|307|406|424|454|463|465|478|482|564|569|620|633|643|672|679|685|737|769|775
DB00274,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,A semisynthetic cephamycin antibiotic with a broad spectrum of activity against both gram-positive and gram-negative microorganisms. It has a high rate of efficacy in many types of infection and to date no severe side effects have been noted.,C1KC03|P02918|P02919|P0AD68|P0AEB2|P08506,BE0003577|BE0000588|BE0000488|BE0002393|BE0002063|BE0003685,26|45|92|109|110|111|113|119|146|156|161|163|171|184|187|237|253|259|282|293|298|313|336|343|344|348|356|379|401|409|424|456|478|540|557|560|571|585|672|681|693|702|707|708|716|717|722|731|734|737|752|753|768|770|775|776|797|804|810|816|843|857|859|862
DB09060,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(O)(=O)=O,"Avibactam is a non-¦Â-lactam ¦Â-lactamase inhibitor that is available in combination with ceftazidime (Avycaz). This combination was approved by the FDA on February 25, 2015 for the treatment of complicated intra-abdominal infections in combination with metronidazole, and the treatment of complicated urinary tract infections, including pyelonephritis caused by antibiotic resistant-pathogens, including those caused by multi-drug resistant gram-negative bacterial pathogens. As there is limited clinical safety and efficacy data, Avycaz should be reserved for patients over 18 years old who have limited or not alternative treatment options.",P62593|Q939N4|Q9L5C7|Q840M4|P05364|P0AD63|P0A9Z7|P0AD64|A0A023W3H0|Q9F663|Q9EXV5|P37321,BE0003894|BE0002831|BE0001430|BE0002015|BE0002029|BE0004185|BE0008648|BE0008649|BE0008650|BE0008647,5|32|45|80|109|113|124|125|185|237|298|311|313|404|409|417|424|447|456|461|468|526|534|588|596|654|661|666|671|679|717|737|806|810|816
DB01212,[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,"Ceftriaxone is a broad-spectrum third-generation cephalosporin antibiotic.[A215582] It has a very long half-life compared to other cephalosporins and is high penetrable into the meninges[A215582], eyes[A215647], and inner ear[A215627]. Ceftriaxone has broader and stronger gram-negative coverage then first or second-generation cephalosporins, but worse activity against methicillin-susceptible S.aureus. Ceftriaxone is a commonly used antimicrobial due to its good activity against multi-drug resistant Enterobacteriaceae, its relatively safe adverse effect profile, and its long half-life which allows for the convenience of daily or twice-daily dosing.[A215582]",P0A3M6|Q9NSA0|Q4U2R8|Q8TCC7|P46059,BE0003624|BE0000879|BE0001066|BE0003645|BE0001018,40|45|69|92|99|108|109|111|113|114|156|161|163|165|187|193|197|208|210|213|236|246|253|298|313|344|346|348|356|357|361|401|409|424|456|468|469|478|487|489|498|507|510|523|530|544|549|585|656|672|679|690|702|707|708|716|717|724|728|737|752|760|768|775|776|791|794|797|806|810|816|829|836|844|847|878
DB00561,CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,"A central respiratory stimulant with a brief duration of action. (From Martindale, The Extra Pharmocopoeia, 30th ed, p1225)",O14649|Q9NPC2,BE0003582|BE0003583,16|17|73|87|109|110|113|114|219|328|335|358|395|413|417|424|447|452|467|482|489|525|530|545|563|564|569|654|664|679|716|717|719|737|746|775|810|825|856|857|858|859
DB01102,O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,"Arbutamine, administered through a closed-loop, computer-controlled drug-delivery system, is indicated to elicit acute cardiovascular responses, similar to those produced by exercise, in order to aid in diagnosing the presence or absence of coronary artery disease in patients who cannot exercise adequately .",P08588|P07550|P13945,BE0000172|BE0000694|BE0001012,16|18|19|53|56|95|114|130|133|170|201|234|333|338|378|424|439|456|478|485|502|507|547|559|582|602|679|702|708|716|726|761|808|835|846|858
DB00221,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,"Isoetharine is a relatively selective beta-2 adrenergic agonist. It is a catechol-like agent. Isoetharine is a fast-acting bronchodilator used for emphysema, bronchitis and asthma.[A330]",P08588|P07550,BE0000172|BE0000694,16|36|56|84|114|170|223|228|234|260|314|333|356|424|456|475|478|507|544|545|604|679|702|708|716|726|732|775|788|835|846
DB08957,OC(CNCCCCCCNCC(O)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1,"Hexoprenaline is a stimulant of beta 2 adrenergic receptors. It is used as a bronchodilator, antiasthmatic, and tocolytic agent.",not_have,not_have,16|18|53|56|87|114|130|133|170|201|234|333|338|424|439|456|478|502|507|679|702|708|716|726|761|835|846|858
DB13878,CO[C@H](C)[C@H](NC(=O)OC)C(=O)N1CCC[C@H]1C1=NC2=C(N1)C=C(F)C(=C2)[C@H]1CC[C@@H](N1C1=CC(F)=C(N2CCC(CC2)C2=CC=C(F)C=C2)C(F)=C1)C1=CC2=C(NC(=N2)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)C=C1F,"Pibrentasvir is a direct acting antiviral agent and Hepatitis C virus (HCV) NS5A inhibitor that targets the the viral RNA replication and viron assembly. In combination with [DB13879], pibrentastiv is a useful therapy for patients who experienced therapeutic failure from other NS5A inhibitors. In cell cultures, the emergence of amino acid substitutions at known NS5A inhibitor resistance-associated positions in HCV genotype 1a, 2a or 3a replicons led to reduced susceptibility and resistance to pibrentasvir [FDA Label]. These resistance-associated amino acid substitutions included Q30D/deletion, Y93D/H/N or H58D +Y93H in genotype 1a replicons, F28S + M31I or P29S + K30G in genotype 2a replicons, and Y93H in genotype 3a replicons. Individual NS5A amino acid substitutions that reduced susceptibility to pibrentasvir include M28G or Q30D in a genotype 1a replicon and P32-deletion in a genotype 1b replicon [FDA Label]. Pibrentasvir is available as an oral combination therapy with [DB13879] under the brand name Mavyret. This fixed-dose combination therapy was FDA-approved in August 2017 to treat adults with chronic hepatitis C virus (HCV) genotypes 1-6 without cirrhosis (liver disease) or with mild cirrhosis, including patients with moderate to severe kidney disease and those who are on dialysis [L940]. Mavyret is also indicated for HCV genotype 1-infected patients who have been previously treated with regimens either containing an NS5A inhibitor or an NS3/4A protease inhibitor, but not both [L940]. Hepatitis C viral infection often leads to decreased liver function and subsequent liver failure, causing a significantly negative impact on the patients' quality of life. The ultimate goal of the combination treatment is to achieve sustained virologic response (SVR) and cure the patients from the infection. In clinical trials, this combination therapy achieved SVR12 rate, or undetectable Hepatitis C for twelve or more weeks after the end of treatment, of ¡Ý93% across genotypes 1a, 2a, 3a, 4, 5 and 6 [FDA Label].",Q5L478,BE0008651,7|16|18|45|49|73|84|86|98|103|108|109|114|118|146|157|170|202|204|206|213|220|221|236|270|273|298|308|335|356|370|399|406|409|421|424|427|451|478|514|530|535|538|544|549|559|581|584|586|614|621|650|662|672|679|690|693|707|712|717|725|737|756|760|775|786|792|810|816|817|819|833|837|838|846|853|858|863|877|878
DB09027,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC(=CN1)C1=CC=C2C3=CC=C(C=C3C(F)(F)C2=C1)C1=CC=C2NC(=NC2=C1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,"Ledipasvir is a direct acting antiviral (DAA) medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as ledipasvir. More specifically, ledipasvir is an inhibitor of the Hepatitis C Virus (HCV) Non-Structural Protein 5A (NS5A), which is required for viral RNA replication and assembly of HCV virions. Although its exact mechanism of action is unknown, it is postulated to prevent hyperphosphorylation of NS5A which is required for viral protein production. It is effective against genotypes 1a, 1b, 4a, and 5a and with a lesser activity against genotypes 2a and 3a of HCV. Ledipasvir and other direct acting antivirals are very potent options for the treatment of Hepatitis C, as they exhibit a high barrier to the development of resistance [A19593]. This is an important advantage relative to HCV drugs that target other viral enzymes such as the protease, for which rapid development of resistance has proven to be an important cause of therapeutic failure. In a joint recommendation published in 2016, the American Association for the Study of Liver Diseases (AASLD) and the Infectious Diseases Society of America (IDSA) recommend ledipasvir as a first line therapy option in combination with [sofosbuvir] for the treatment of HCV genotypes 1a, 1b, 4, 5, and 6 [L852]. Treatment with ledipasvir is used with the intent to cure, or achieve a sustained virologic response (SVR), after 12 weeks of daily therapy. SVR and eradication of HCV infection is associated with significant long-term health benefits including reduced liver-related damage, improved quality of life, reduced incidence of Hepatocellular Carcinoma, and reduced all-cause mortality [A19626]. Treatment with direct acting antivirals such as ledipasvir is associated with very minimal side effects, with the most common being headache and fatigue [FDA Label]. Lack of significant side effects and short duration of therapy is a considerable advantage over older interferon- and ribavirin-based regimens, which were limited by infusion site reactions, reduced blood count, and neuropsychiatric effects [A19635]. Since 2014, ledipasvir has been available as a fixed dose combination product with [sofosbuvir] (tradename Harvoni) used for the treatment of chronic Hepatitis C. Approved in October 2014 by the FDA, Harvoni is indicated for the treatment of HCV genotypes 1, 4, 5, and 6 with or without [ribavirin] depending on the level of liver damage or cirrhosis [FDA Label]. When combined together, ledipasvir and sofosbuvir as the combination product Harvoni has been shown to achieve a SVR between 93 and 99% after 12 weeks of treatment [FDA Label]. Its use has also proven successful in the treatment of HCV in patients co-infected with HIV [A19627].",Q5L478,BE0008651,16|38|39|45|52|72|75|84|88|101|108|109|113|114|124|149|150|170|178|188|206|221|226|236|263|292|298|306|325|339|351|376|378|385|409|415|416|418|421|424|427|451|464|465|478|492|501|534|535|538|540|544|547|549|577|581|584|588|589|599|607|612|614|621|662|672|679|681|690|702|707|711|717|725|737|768|775|786|810|812|816|825|845|846|850|859|864|877|878
DB06480,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,"Prucalopride is a dihydrobenzofurancarboxamide derivative from the benzofurane family that selectively stimulates 5-HT4 receptors and thus, it presents enterokinetic properties.[A37348] The high selectivity of prucalopride allowed further development as it prevented the cardiac adverse reactions observed due to non-target effects of precedent therapies.[A40254] Prucalopride was developed by Shire Development LLC and approved for use in Europe in 2009,[A40250] in Canada on December 7, 2011 and by the FDA on December 17, 2018.[L4880]",Q13639,BE0000084,18|31|32|34|35|45|73|109|114|133|134|155|163|197|242|285|295|298|303|305|328|409|413|416|424|442|465|467|468|470|478|485|489|507|518|526|559|563|602|623|650|661|707|716|717|723|737|752|767|775|806|810|816|829|846
DB01411,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,"Pranlukast is a cysteinyl leukotriene receptor-1 antagonist. It antagonizes or reduces bronchospasm caused, principally in asthmatics, by an allergic reaction to accidentally or inadvertently encountered allergens.",Q9Y271|P01375|P05113|P12724|P19838|Q02817|Q00653|P19838,BE0000705|BE0000704|BE0001208|BE0000908|BE0001086|BE0001034|BE0004903,18|19|31|45|64|76|78|83|113|114|115|146|172|174|203|210|218|236|250|298|326|345|371|378|387|395|412|424|478|482|485|503|510|514|549|560|563|564|568|582|602|621|623|627|647|672|679|681|700|716|717|722|734|753|796|804|814|816|822|828|838|844|846|879
DB00364,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,"Sucralfate is a medication that is widely used to prevent and treat a number of diseases in the gastrointestinal tract such as duodenal ulcers [FDA label], gastro-esophageal reflux disease (GERD), gastritis, peptic ulcer disease, stress ulcer, in addition to dyspepsia [A177655]. It is considered a _cytoprotective agent_, protecting cells in the gastrointestinal tract from damage caused by agents such as gastric acid, bile salts, alcohol, and acetylsalicylic acid (aspirin), among other substances [A177655, F4519]. Sucralfate has been shown to be a well-tolerated and safe drug. It is sold under many brands and is available in both tablet and suspension forms. It was approved by the FDA 1982 in tablet form, and in 1994 for the suspension form [L6073, L6076].",P0DJD9|P09038|P01133|P02671|P02675|P02679,BE0009737|BE0001015|BE0000953|BE0009672,7|80|121|130|167|184|189|204|205|228|260|287|298|335|339|364|365|382|384|403|416|422|425|426|456|520|554|563|571|588|597|613|619|654|663|686|716|717|726|731|776|798|810|844|859|868
DB06817,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,"Raltegravir is an antiretroviral drug produced by Merck & Co., used to treat HIV infection. It received approval by the U.S. Food and Drug Administration (FDA) on 12 October 2007, the first of a new class of HIV drugs, the integrase inhibitors, to receive such approval.",Q7ZJM1,BE0004855,16|31|45|71|84|109|113|114|134|157|192|207|220|223|281|283|288|311|344|350|357|370|378|403|408|412|424|442|452|456|478|510|513|514|521|531|549|563|637|657|671|672|679|693|694|716|717|753|775|778|803|805|808|816|817|855|879
DB06218,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,"Lacosamide is an antiepileptic drug used to treat seizures. As a chiral functionalized amino acid, it works by blocking slowly inactivating components of voltage-gated sodium currents. Lacosamide exhibits a stereoselective mode of interaction with sodium channels.[A262681] Lacosamide was first approved by the European Commission in August 2008 and was later approved by the FDA in October 2008.[A262681] It was granted approval by Health Canada in September 2010.[L49206]",Q15858|Q9NY46|Q9Y5Y9,BE0001143|BE0002082|BE0000177,45|71|77|78|114|157|170|218|298|327|357|366|378|395|424|473|478|479|482|516|518|535|554|564|637|679|680|707|716|717|775|805|816|835|863
DB13146,N[C@]1(C[C@H]([18F])C1)C(O)=O,"Fluciclovine is a [18F]-tagged synthetic analog of the amino acid L-leucine. It presents excellent diagnostic properties to be used in positron emission tomography (PET) imaging.[A31384] The structure of fluciclovine allows it to be uptaken by the tumoral cells by its amino acid transporter without incorporating in the metabolism within the body.[A31385] Fluciclovine was developed by Blue Earth Diagnostics, Ltd. and FDA approved in May 27, 2016.[L1049]",Q15758|Q9UM01|Q8WY07|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|P42261|P42262|P42263|P48058,BE0000236|BE0004769|BE0000136|BE0004852|BE0000640|BE0000829|BE0000831|BE0000830,38|45|67|84|156|167|226|258|414|456|535|556|715|717|737|806|810|816|859|865
DB13153,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,"Bisabolol, or more formally ¦Á-(?)-bisabolol or also known as levomenol, (-)-alpha-Bisabolol is found in fats and oils. (-)-alpha-Bisabolol is isolated from essential oil of Matricaria chamomilla (German chamomile) (-)-alpha-Bisabolol belongs to the family of Sesquiterpenes. These are terpenes with three consecutive isoprene units.",not_have,not_have,45|60|89|94|114|132|140|144|175|178|284|287|316|344|366|386|409|424|456|465|504|506|543|573|640|694|716|735|737|739|774|775|785|790|810|855
DB09161,[Tc+].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-],"Technetium Tc-99m sestamibi (commonly sestamibi) is a pharmaceutical agent used in nuclear medicine imaging. The drug is a coordination complex consisting of the radioisotope technetium-99m bound to six methoxyisobutylisonitrile (MIBI) ligands, hence the name sesta (6) MIBI.. Following intravenous injection of the drug, Technetium Tc-99m sestamibi is taken up by the myocardium, parathyroid, and/or breast tissue. The mechanism by which sestamibi localizes to these tissues has not been established. Single photon emission computed tomography (SPECT) is then performed to detect the gamma ray emmitted by the decay of Technetium-99m to Technetium-99. Currently available within a preparation kit for injection, Technetium Tc 99m Sestamibi is indicated for: 1) detecting coronary artery disease by localizing myocardial ischemia (reversible defects) and infarction (non-reversible defects); and 2) evaluating myocardial function and developing information for use in patient management decisions.",not_have,not_have,128|212|267|298|344|379|394|486|551|579|680|700|707|716|757|775|808|855
DB08930,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2,"Dolutegravir is an HIV-1 integrase inhibitor that blocks the strand transfer step of the integration of the viral genome into the host cell (INSTI).[A7514] The effect of this drug has no homology in human host cells, which gives it excellent tolerability and minimal toxicity.[A31342] Dolutegravir was developed by ViiV Healthcare and FDA-approved on August 12, 2013.[L1035] On November 21, 2017, dolutegravir, in combination with rilpivirine, was approved as part of the first complete treatment regimen with only two drugs for the treatment of adults with HIV-1 named Juluca.[L1031]",Q7ZJM1,BE0004855,16|31|45|71|78|79|84|86|108|109|113|114|133|157|200|202|216|220|232|283|306|324|336|403|409|424|447|456|461|465|467|478|501|514|521|563|583|623|656|657|679|690|692|695|707|709|711|716|717|737|775|788|794|803|805|809|810|816|817|822|846
